{'loss': 1.921, 'learning_rate': 1.9801980198019803e-06, 'epoch': 0.0}
{'loss': 1.6045, 'learning_rate': 1.991008909258264e-05, 'epoch': 0.07}
{'loss': 1.506, 'learning_rate': 1.989671003462503e-05, 'epoch': 0.07}
{'loss': 1.4192, 'learning_rate': 1.9882408506944472e-05, 'epoch': 0.08}
{'loss': 1.5241, 'learning_rate': 1.9867185842582576e-05, 'epoch': 0.08}
{'loss': 1.5602, 'learning_rate': 1.9851043460439857e-05, 'epoch': 0.08}
{'loss': 1.5145, 'learning_rate': 1.983398286514348e-05, 'epoch': 0.09}
{'loss': 1.4179, 'learning_rate': 1.9816005646907022e-05, 'epoch': 0.09}
{'loss': 1.447, 'learning_rate': 1.9797113481382234e-05, 'epoch': 0.09}
{'loss': 1.4275, 'learning_rate': 1.9777308129502867e-05, 'epoch': 0.1}
{'loss': 1.4331, 'learning_rate': 1.975659143732052e-05, 'epoch': 0.1}
{'loss': 1.4277, 'learning_rate': 1.97349653358326e-05, 'epoch': 0.1}
{'loss': 1.4859, 'learning_rate': 1.9712431840802294e-05, 'epoch': 0.1}
{'loss': 1.5109, 'learning_rate': 1.9688993052570712e-05, 'epoch': 0.11}
{'loss': 1.5572, 'learning_rate': 1.96646511558611e-05, 'epoch': 0.11}
{'loss': 1.3935, 'learning_rate': 1.963940841957521e-05, 'epoch': 0.11}
{'loss': 1.501, 'learning_rate': 1.9613267196581812e-05, 'epoch': 0.12}
{'loss': 1.357, 'learning_rate': 1.958622992349738e-05, 'epoch': 0.12}
{'loss': 1.4913, 'learning_rate': 1.955829912045898e-05, 'epoch': 0.12}
{'loss': 1.3855, 'learning_rate': 1.9529477390889378e-05, 'epoch': 0.13}
{'loss': 1.3767, 'learning_rate': 1.949976742125435e-05, 'epoch': 0.13}
{'loss': 1.4234, 'learning_rate': 1.9469171980812308e-05, 'epoch': 0.13}
{'loss': 1.3235, 'learning_rate': 1.9437693921356154e-05, 'epoch': 0.13}
{'loss': 1.3763, 'learning_rate': 1.9405336176947484e-05, 'epoch': 0.14}
{'loss': 1.4125, 'learning_rate': 1.9372101763643082e-05, 'epoch': 0.14}
{'loss': 1.4142, 'learning_rate': 1.9337993779213826e-05, 'epoch': 0.14}
{'loss': 1.4976, 'learning_rate': 1.9303015402855906e-05, 'epoch': 0.15}
{'loss': 1.4179, 'learning_rate': 1.9267169894894533e-05, 'epoch': 0.15}
{'loss': 1.3833, 'learning_rate': 1.9230460596480018e-05, 'epoch': 0.15}
{'loss': 1.3237, 'learning_rate': 1.919289092927634e-05, 'epoch': 0.15}
{'loss': 1.4466, 'learning_rate': 1.9154464395142245e-05, 'epoch': 0.16}
{'loss': 1.4761, 'learning_rate': 1.9115184575804808e-05, 'epoch': 0.16}
{'loss': 1.4771, 'learning_rate': 1.907505513252559e-05, 'epoch': 0.16}
{'loss': 1.3758, 'learning_rate': 1.9034079805759377e-05, 'epoch': 0.17}
{'loss': 1.3786, 'learning_rate': 1.8992262414805536e-05, 'epoch': 0.17}
{'loss': 1.3653, 'learning_rate': 1.894960685745201e-05, 'epoch': 0.17}
{'loss': 1.4975, 'learning_rate': 1.8906117109612004e-05, 'epoch': 0.18}
{'loss': 1.4106, 'learning_rate': 1.8861797224953412e-05, 'epoch': 0.18}
{'loss': 1.3793, 'learning_rate': 1.881665133452095e-05, 'epoch': 0.18}
{'loss': 1.3839, 'learning_rate': 1.877068364635111e-05, 'epoch': 0.18}
{'loss': 1.3525, 'learning_rate': 1.872389844507995e-05, 'epoch': 0.19}
{'loss': 1.4384, 'learning_rate': 1.867630009154369e-05, 'epoch': 0.19}
{'loss': 1.3295, 'learning_rate': 1.8627893022372267e-05, 'epoch': 0.19}
{'loss': 1.3857, 'learning_rate': 1.857868174957579e-05, 'epoch': 0.2}
{'loss': 1.3779, 'learning_rate': 1.8528670860123966e-05, 'epoch': 0.2}
{'loss': 1.3477, 'learning_rate': 1.847786501551857e-05, 'epoch': 0.2}
{'loss': 1.404, 'learning_rate': 1.8426268951358932e-05, 'epoch': 0.21}
{'loss': 1.4012, 'learning_rate': 1.8373887476900527e-05, 'epoch': 0.21}
{'loss': 1.3517, 'learning_rate': 1.8320725474606734e-05, 'epoch': 0.21}
{'loss': 1.304, 'learning_rate': 1.826678789969371e-05, 'epoch': 0.21}
{'loss': 1.3481, 'learning_rate': 1.821207977966854e-05, 'epoch': 0.22}
{'loss': 1.3306, 'learning_rate': 1.8156606213860618e-05, 'epoch': 0.22}
{'loss': 1.3481, 'learning_rate': 1.810037237294632e-05, 'epoch': 0.22}
{'loss': 1.4183, 'learning_rate': 1.8043383498467076e-05, 'epoch': 0.23}
{'loss': 1.3967, 'learning_rate': 1.79856449023408e-05, 'epoch': 0.23}
{'loss': 1.3657, 'learning_rate': 1.792716196636675e-05, 'epoch': 0.23}
{'loss': 1.3472, 'learning_rate': 1.786794014172391e-05, 'epoch': 0.24}
{'loss': 1.3416, 'learning_rate': 1.780798494846288e-05, 'epoch': 0.24}
{'loss': 1.3977, 'learning_rate': 1.7747301974991356e-05, 'epoch': 0.24}
{'loss': 1.3743, 'learning_rate': 1.768589687755324e-05, 'epoch': 0.24}
{'loss': 1.3361, 'learning_rate': 1.76237753797014e-05, 'epoch': 0.25}
{'loss': 1.3085, 'learning_rate': 1.7560943271764217e-05, 'epoch': 0.25}
{'loss': 1.3831, 'learning_rate': 1.749740641030584e-05, 'epoch': 0.25}
{'loss': 1.361, 'learning_rate': 1.743317071758031e-05, 'epoch': 0.26}
{'loss': 1.3158, 'learning_rate': 1.7368242180979545e-05, 'epoch': 0.26}
{'loss': 1.3208, 'learning_rate': 1.7302626852475256e-05, 'epoch': 0.26}
{'loss': 1.286, 'learning_rate': 1.7236330848054847e-05, 'epoch': 0.27}
{'loss': 1.2459, 'learning_rate': 1.7169360347151337e-05, 'epoch': 0.27}
{'loss': 1.3247, 'learning_rate': 1.71017215920674e-05, 'epoch': 0.27}
{'loss': 1.3215, 'learning_rate': 1.703342088739349e-05, 'epoch': 0.27}
{'loss': 1.3887, 'learning_rate': 1.6964464599420214e-05, 'epoch': 0.28}
{'loss': 1.2871, 'learning_rate': 1.6894859155544923e-05, 'epoch': 0.28}
{'loss': 1.2699, 'learning_rate': 1.6824611043672617e-05, 'epoch': 0.28}
{'loss': 1.3806, 'learning_rate': 1.675372681161121e-05, 'epoch': 0.29}
{'loss': 1.3534, 'learning_rate': 1.6682213066461214e-05, 'epoch': 0.29}
{'loss': 1.3801, 'learning_rate': 1.6610076473999884e-05, 'epoch': 0.29}
{'loss': 1.3503, 'learning_rate': 1.6537323758059917e-05, 'epoch': 0.3}
{'loss': 1.4184, 'learning_rate': 1.64639616999027e-05, 'epoch': 0.3}                                        
{'loss': 1.2913, 'learning_rate': 1.6389997137586268e-05, 'epoch': 0.3}
{'loss': 1.3027, 'learning_rate': 1.631543696532789e-05, 'epoch': 0.3}
{'loss': 1.3889, 'learning_rate': 1.6240288132861493e-05, 'epoch': 0.31}
{'loss': 1.326, 'learning_rate': 1.616455764478986e-05, 'epoch': 0.31}
{'loss': 1.4107, 'learning_rate': 1.6088252559931735e-05, 'epoch': 0.31}
{'loss': 1.389, 'learning_rate': 1.601137999066389e-05, 'epoch': 0.32}
{'loss': 1.2989, 'learning_rate': 1.5933947102258156e-05, 'epoch': 0.32}
{'loss': 1.2826, 'learning_rate': 1.5855961112213568e-05, 'epoch': 0.32}
{'loss': 1.3036, 'learning_rate': 1.5777429289583622e-05, 'epoch': 0.32}
{'loss': 1.3623, 'learning_rate': 1.569835895429871e-05, 'epoch': 0.33}
{'loss': 1.2493, 'learning_rate': 1.5618757476483866e-05, 'epoch': 0.33}
{'loss': 1.2668, 'learning_rate': 1.5538632275771764e-05, 'epoch': 0.33}
{'loss': 1.2182, 'learning_rate': 1.5457990820611157e-05, 'epoch': 0.34}
{'loss': 1.3325, 'learning_rate': 1.5376840627570733e-05, 'epoch': 0.34}
{'loss': 1.3059, 'learning_rate': 1.5295189260638515e-05, 'epoch': 0.34}
{'loss': 1.3035, 'learning_rate': 1.5213044330516793e-05, 'epoch': 0.35}
{'loss': 1.3538, 'learning_rate': 1.5130413493912776e-05, 'epoch': 0.35}
{'loss': 1.3885, 'learning_rate': 1.5047304452824864e-05, 'epoch': 0.35}
{'loss': 1.307, 'learning_rate': 1.496372495382478e-05, 'epoch': 0.35}
{'loss': 1.2314, 'learning_rate': 1.487968278733551e-05, 'epoch': 0.36}
{'loss': 1.2847, 'learning_rate': 1.4795185786905145e-05, 'epoch': 0.36}
{'loss': 1.356, 'learning_rate': 1.4710241828476735e-05, 'epoch': 0.36}
{'loss': 1.3491, 'learning_rate': 1.4624858829654158e-05, 'epoch': 0.37}
{'loss': 1.4326, 'learning_rate': 1.453904474896414e-05, 'epoch': 0.37}
{'loss': 1.3288, 'learning_rate': 1.4452807585114426e-05, 'epoch': 0.37}
{'loss': 1.3488, 'learning_rate': 1.4366155376248234e-05, 'epoch': 0.38}
{'loss': 1.3205, 'learning_rate': 1.4279096199195021e-05, 'epoch': 0.38}
{'loss': 1.2932, 'learning_rate': 1.4191638168717637e-05, 'epoch': 0.38}
{'loss': 1.3374, 'learning_rate': 1.4103789436755955e-05, 'epoch': 0.38}
{'loss': 1.3554, 'learning_rate': 1.4015558191667029e-05, 'epoch': 0.39}
{'loss': 1.3461, 'learning_rate': 1.3926952657461864e-05, 'epoch': 0.39}
{'loss': 1.3312, 'learning_rate': 1.3837981093038846e-05, 'epoch': 0.39}
{'loss': 1.2952, 'learning_rate': 1.3748651791413954e-05, 'epoch': 0.4}
{'loss': 1.2459, 'learning_rate': 1.3658973078947745e-05, 'epoch': 0.4}
{'loss': 1.3786, 'learning_rate': 1.3568953314569275e-05, 'epoch': 0.4}
{'loss': 1.3277, 'learning_rate': 1.3478600888996953e-05, 'epoch': 0.41}
{'loss': 1.3725, 'learning_rate': 1.3387924223956457e-05, 'epoch': 0.41}
{'loss': 1.3188, 'learning_rate': 1.3296931771395732e-05, 'epoch': 0.41}
{'loss': 1.3736, 'learning_rate': 1.32056320126972e-05, 'epoch': 0.41}
{'loss': 1.3514, 'learning_rate': 1.3114033457887206e-05, 'epoch': 0.42}
{'loss': 1.4262, 'learning_rate': 1.3022144644842795e-05, 'epoch': 0.42}
{'loss': 1.3611, 'learning_rate': 1.2929974138495918e-05, 'epoch': 0.42}
{'loss': 1.3924, 'learning_rate': 1.2837530530035072e-05, 'epoch': 0.43}
{'loss': 1.3758, 'learning_rate': 1.2744822436104534e-05, 'epoch': 0.43}
{'loss': 1.4217, 'learning_rate': 1.2651858498001205e-05, 'epoch': 0.43}
{'loss': 1.3456, 'learning_rate': 1.255864738086915e-05, 'epoch': 0.44}
{'loss': 1.3895, 'learning_rate': 1.2465197772891922e-05, 'epoch': 0.44}
{'loss': 1.3509, 'learning_rate': 1.2371518384482757e-05, 'epoch': 0.44}
{'loss': 1.3945, 'learning_rate': 1.227761794747264e-05, 'epoch': 0.44}
{'loss': 1.4333, 'learning_rate': 1.2183505214296466e-05, 'epoch': 0.45}
{'loss': 1.4269, 'learning_rate': 1.2089188957177178e-05, 'epoch': 0.45}
{'loss': 1.3643, 'learning_rate': 1.1994677967308139e-05, 'epoch': 0.45}
{'loss': 1.3578, 'learning_rate': 1.1899981054033703e-05, 'epoch': 0.46}
{'loss': 1.3269, 'learning_rate': 1.1805107044028094e-05, 'epoch': 0.46}
{'loss': 1.3544, 'learning_rate': 1.1710064780472668e-05, 'epoch': 0.46}
{'loss': 1.3766, 'learning_rate': 1.161486312223166e-05, 'epoch': 0.46}
{'loss': 1.3572, 'learning_rate': 1.1519510943026442e-05, 'epoch': 0.47}
{'loss': 1.3582, 'learning_rate': 1.1424017130608394e-05, 'epoch': 0.47}
{'loss': 1.4521, 'learning_rate': 1.1328390585930494e-05, 'epoch': 0.47}
{'loss': 1.4121, 'learning_rate': 1.1232640222317672e-05, 'epoch': 0.48}
{'loss': 1.3123, 'learning_rate': 1.1136774964635973e-05, 'epoch': 0.48}
{'loss': 1.3687, 'learning_rate': 1.1040803748460687e-05, 'epoch': 0.48}
{'loss': 1.2757, 'learning_rate': 1.0944735519243485e-05, 'epoch': 0.49}
{'loss': 1.3416, 'learning_rate': 1.0848579231478576e-05, 'epoch': 0.49}
{'loss': 1.4128, 'learning_rate': 1.0752343847868094e-05, 'epoch': 0.49}
{'loss': 1.328, 'learning_rate': 1.065603833848668e-05, 'epoch': 0.49}
{'loss': 1.3773, 'learning_rate': 1.0559671679945369e-05, 'epoch': 0.5}
{'loss': 1.3906, 'learning_rate': 1.04632528545549e-05, 'epoch': 0.5}
{'loss': 1.3096, 'learning_rate': 1.0366790849488467e-05, 'epoch': 0.5}
{'loss': 1.419, 'learning_rate': 1.0270294655944031e-05, 'epoch': 0.51}
{'loss': 1.4634, 'learning_rate': 1.0173773268306255e-05, 'epoch': 0.51}
{'loss': 1.3469, 'learning_rate': 1.0077235683308133e-05, 'epoch': 0.51}
{'loss': 1.3867, 'learning_rate': 9.980690899192411e-06, 'epoch': 0.52}
{'loss': 1.3518, 'learning_rate': 9.884147914872866e-06, 'epoch': 0.52}
{'loss': 1.3679, 'learning_rate': 9.787615729095516e-06, 'epoch': 0.52}
{'loss': 1.4051, 'learning_rate': 9.691103339599841e-06, 'epoch': 0.52}
{'loss': 1.4085, 'learning_rate': 9.594619742280123e-06, 'epoch': 0.53}
{'loss': 1.4348, 'learning_rate': 9.49817393034694e-06, 'epoch': 0.53}
{'loss': 1.3602, 'learning_rate': 9.401774893488887e-06, 'epoch': 0.53}
{'loss': 1.4762, 'learning_rate': 9.30543161703468e-06, 'epoch': 0.54}
{'loss': 1.3694, 'learning_rate': 9.209153081115617e-06, 'epoch': 0.54}
{'loss': 1.4294, 'learning_rate': 9.112948259828548e-06, 'epoch': 0.54}
{'loss': 1.4081, 'learning_rate': 9.0168261203994e-06, 'epoch': 0.55}
{'loss': 1.439, 'learning_rate': 8.920795622347354e-06, 'epoch': 0.55}
{'loss': 1.3593, 'learning_rate': 8.824865716649715e-06, 'epoch': 0.55}
{'loss': 1.3869, 'learning_rate': 8.7290453449076e-06, 'epoch': 0.55}
{'loss': 1.3596, 'learning_rate': 8.633343438512504e-06, 'epoch': 0.56}
{'loss': 1.3471, 'learning_rate': 8.537768917813787e-06, 'epoch': 0.56}
{'loss': 1.5115, 'learning_rate': 8.44233069128723e-06, 'epoch': 0.56}
{'loss': 1.4491, 'learning_rate': 8.347037654704663e-06, 'epoch': 0.57}
{'loss': 1.4575, 'learning_rate': 8.251898690304812e-06, 'epoch': 0.57}
{'loss': 1.4177, 'learning_rate': 8.156922665965365e-06, 'epoch': 0.57}
{'loss': 1.3962, 'learning_rate': 8.062118434376416e-06, 'epoch': 0.58}
{'loss': 1.4843, 'learning_rate': 7.967494832215291e-06, 'epoch': 0.58}
{'loss': 1.4647, 'learning_rate': 7.873060679322912e-06, 'epoch': 0.58}
{'loss': 1.3994, 'learning_rate': 7.77882477788167e-06, 'epoch': 0.58}
{'loss': 1.4954, 'learning_rate': 7.684795911595e-06, 'epoch': 0.59}
{'loss': 1.513, 'learning_rate': 7.590982844868644e-06, 'epoch': 0.59}
{'loss': 1.3944, 'learning_rate': 7.497394321993718e-06, 'epoch': 0.59}
{'loss': 1.4853, 'learning_rate': 7.404039066331671e-06, 'epoch': 0.6}                                           
{'loss': 1.5031, 'learning_rate': 7.310925779501173e-06, 'epoch': 0.6}
{'loss': 1.5535, 'learning_rate': 7.218063140567045e-06, 'epoch': 0.6}
{'loss': 1.4916, 'learning_rate': 7.125459805231283e-06, 'epoch': 0.61}
{'loss': 1.4627, 'learning_rate': 7.033124405026268e-06, 'epoch': 0.61}
{'loss': 1.4923, 'learning_rate': 6.941065546510216e-06, 'epoch': 0.61}
{'loss': 1.4217, 'learning_rate': 6.849291810464957e-06, 'epoch': 0.61}
{'loss': 1.4412, 'learning_rate': 6.7578117510961415e-06, 'epoch': 0.62}
{'loss': 1.4678, 'learning_rate': 6.666633895235894e-06, 'epoch': 0.62}
{'loss': 1.6026, 'learning_rate': 6.575766741548018e-06, 'epoch': 0.62}
{'loss': 1.4558, 'learning_rate': 6.485218759735868e-06, 'epoch': 0.63}
{'loss': 1.5059, 'learning_rate': 6.394998389752862e-06, 'epoch': 0.63}
{'loss': 1.4989, 'learning_rate': 6.305114041015803e-06, 'epoch': 0.63}
{'loss': 1.4644, 'learning_rate': 6.215574091621049e-06, 'epoch': 0.63}
{'loss': 1.57, 'learning_rate': 6.126386887563588e-06, 'epoch': 0.64}
{'loss': 1.4428, 'learning_rate': 6.037560741959099e-06, 'epoch': 0.64}
{'loss': 1.5316, 'learning_rate': 5.949103934269103e-06, 'epoch': 0.64}
{'loss': 1.5407, 'learning_rate': 5.8610247095292415e-06, 'epoch': 0.65}
{'loss': 1.5016, 'learning_rate': 5.773331277580735e-06, 'epoch': 0.65}
{'loss': 1.5661, 'learning_rate': 5.686031812305164e-06, 'epoch': 0.65}
{'loss': 1.5824, 'learning_rate': 5.599134450862583e-06, 'epoch': 0.66}
{'loss': 1.543, 'learning_rate': 5.512647292933053e-06, 'epoch': 0.66}
{'loss': 1.5203, 'learning_rate': 5.4265783999616695e-06, 'epoch': 0.66}
{'loss': 1.6831, 'learning_rate': 5.340935794407174e-06, 'epoch': 0.66}
{'loss': 1.5633, 'learning_rate': 5.255727458994164e-06, 'epoch': 0.67}
{'loss': 1.5595, 'learning_rate': 5.170961335969023e-06, 'epoch': 0.67}
{'loss': 1.5901, 'learning_rate': 5.086645326359645e-06, 'epoch': 0.67}
{'loss': 1.5002, 'learning_rate': 5.002787289238973e-06, 'epoch': 0.68}
{'loss': 1.544, 'learning_rate': 4.919395040992449e-06, 'epoch': 0.68}
{'loss': 1.5134, 'learning_rate': 4.836476354589458e-06, 'epoch': 0.68}
{'loss': 1.6091, 'learning_rate': 4.754038958858825e-06, 'epoch': 0.69}
{'loss': 1.5333, 'learning_rate': 4.672090537768377e-06, 'epoch': 0.69}
{'loss': 1.6032, 'learning_rate': 4.5906387297087564e-06, 'epoch': 0.69}
{'loss': 1.6204, 'learning_rate': 4.509691126781433e-06, 'epoch': 0.69}
{'loss': 1.5459, 'learning_rate': 4.4292552740910555e-06, 'epoch': 0.7}
{'loss': 1.6175, 'learning_rate': 4.349338669042158e-06, 'epoch': 0.7}
{'loss': 1.5759, 'learning_rate': 4.269948760640355e-06, 'epoch': 0.7}
{'loss': 1.6286, 'learning_rate': 4.191092948797988e-06, 'epoch': 0.71}
{'loss': 1.5998, 'learning_rate': 4.112778583644409e-06, 'epoch': 0.71}
{'loss': 1.6827, 'learning_rate': 4.035012964840869e-06, 'epoch': 0.71}
{'loss': 1.6782, 'learning_rate': 3.9578033409001126e-06, 'epoch': 0.72}
{'loss': 1.6521, 'learning_rate': 3.8811569085107526e-06, 'epoch': 0.72}
{'loss': 1.5731, 'learning_rate': 3.805080811866466e-06, 'epoch': 0.72}
{'loss': 1.7063, 'learning_rate': 3.7295821420000856e-06, 'epoch': 0.72}
{'loss': 1.6324, 'learning_rate': 3.6546679361226466e-06, 'epoch': 0.73}
{'loss': 1.6098, 'learning_rate': 3.5803451769674537e-06, 'epoch': 0.73}
{'loss': 1.6271, 'learning_rate': 3.5066207921392137e-06, 'epoch': 0.73}
{'loss': 1.687, 'learning_rate': 3.433501653468325e-06, 'epoch': 0.74}
{'loss': 1.6825, 'learning_rate': 3.36099457637035e-06, 'epoch': 0.74}
{'loss': 1.639, 'learning_rate': 3.2891063192107555e-06, 'epoch': 0.74}
{'loss': 1.7347, 'learning_rate': 3.2178435826749644e-06, 'epoch': 0.75}
{'loss': 1.6608, 'learning_rate': 3.147213009143787e-06, 'epoch': 0.75}
{'loss': 1.645, 'learning_rate': 3.077221182074288e-06, 'epoch': 0.75}
{'loss': 1.6532, 'learning_rate': 3.0078746253861447e-06, 'epoch': 0.75}
{'loss': 1.6625, 'learning_rate': 2.9391798028535525e-06, 'epoch': 0.76}
{'loss': 1.7285, 'learning_rate': 2.871143117502736e-06, 'epoch': 0.76}
{'loss': 1.6998, 'learning_rate': 2.803770911015131e-06, 'epoch': 0.76}
{'loss': 1.704, 'learning_rate': 2.737069463136274e-06, 'epoch': 0.77}
{'loss': 1.7358, 'learning_rate': 2.6710449910904633e-06, 'epoch': 0.77}
{'loss': 1.6398, 'learning_rate': 2.605703649001268e-06, 'epoch': 0.77}
{'loss': 1.754, 'learning_rate': 2.5410515273178882e-06, 'epoch': 0.77}
{'loss': 1.7176, 'learning_rate': 2.4770946522474747e-06, 'epoch': 0.78}
{'loss': 1.6878, 'learning_rate': 2.413838985193425e-06, 'epoch': 0.78}
{'loss': 1.7112, 'learning_rate': 2.3512904221997236e-06, 'epoch': 0.78}
{'loss': 1.734, 'learning_rate': 2.289454793401372e-06, 'epoch': 0.79}
{'loss': 1.8249, 'learning_rate': 2.228337862480966e-06, 'epoch': 0.79}
{'loss': 1.6733, 'learning_rate': 2.1679453261314577e-06, 'epoch': 0.79}
{'loss': 1.7973, 'learning_rate': 2.1082828135251808e-06, 'epoch': 0.8}
{'loss': 1.6789, 'learning_rate': 2.049355885789136e-06, 'epoch': 0.8}
{'loss': 1.6992, 'learning_rate': 1.991170035486669e-06, 'epoch': 0.8}
{'loss': 1.791, 'learning_rate': 1.933730686105484e-06, 'epoch': 0.8}
{'loss': 1.6471, 'learning_rate': 1.8770431915521336e-06, 'epoch': 0.81}
{'loss': 1.8083, 'learning_rate': 1.8211128356529829e-06, 'epoch': 0.81}
{'loss': 1.7564, 'learning_rate': 1.7659448316617034e-06, 'epoch': 0.81}
{'loss': 1.8901, 'learning_rate': 1.7115443217733385e-06, 'epoch': 0.82}
{'loss': 1.7481, 'learning_rate': 1.6579163766450246e-06, 'epoch': 0.82}
{'loss': 1.7365, 'learning_rate': 1.6050659949233305e-06, 'epoch': 0.82}
{'loss': 1.7372, 'learning_rate': 1.552998102778347e-06, 'epoch': 0.83}
{'loss': 1.7231, 'learning_rate': 1.5017175534445227e-06, 'epoch': 0.83}
{'loss': 1.7837, 'learning_rate': 1.4512291267682887e-06, 'epoch': 0.83}
{'loss': 1.7495, 'learning_rate': 1.40153752876253e-06, 'epoch': 0.83}
{'loss': 1.8266, 'learning_rate': 1.3526473911679427e-06, 'epoch': 0.84}
{'loss': 1.8291, 'learning_rate': 1.3045632710213173e-06, 'epoch': 0.84}
{'loss': 1.7454, 'learning_rate': 1.2572896502307652e-06, 'epoch': 0.84}
{'loss': 1.7635, 'learning_rate': 1.2108309351579661e-06, 'epoch': 0.85}
{'loss': 1.7637, 'learning_rate': 1.1651914562074606e-06, 'epoch': 0.85}
{'loss': 1.7621, 'learning_rate': 1.120375467422995e-06, 'epoch': 0.85}
{'loss': 1.7733, 'learning_rate': 1.0763871460910246e-06, 'epoch': 0.86}
{'loss': 1.7922, 'learning_rate': 1.033230592351341e-06, 'epoch': 0.86}
{'loss': 1.7995, 'learning_rate': 9.909098288148944e-07, 'epoch': 0.86}
{'loss': 1.9164, 'learning_rate': 9.49428800188853e-07, 'epoch': 0.86}
{'loss': 1.8159, 'learning_rate': 9.087913729089182e-07, 'epoch': 0.87}
{'loss': 1.7671, 'learning_rate': 8.690013347789272e-07, 'epoch': 0.87}
{'loss': 1.8003, 'learning_rate': 8.300623946178055e-07, 'epoch': 0.87}
{'loss': 1.8046, 'learning_rate': 7.919781819138562e-07, 'epoch': 0.88}
{'loss': 1.8178, 'learning_rate': 7.547522464864698e-07, 'epoch': 0.88}
{'loss': 1.7836, 'learning_rate': 7.183880581552338e-07, 'epoch': 0.88}
{'loss': 1.84, 'learning_rate': 6.828890064165194e-07, 'epoch': 0.89}
{'loss': 1.8449, 'learning_rate': 6.482584001275394e-07, 'epoch': 0.89}
{'loss': 1.8149, 'learning_rate': 6.14499467197942e-07, 'epoch': 0.89}
{'loss': 1.866, 'learning_rate': 5.816153542889302e-07, 'epoch': 0.89}                                        
{'loss': 1.8118, 'learning_rate': 5.496091265199666e-07, 'epoch': 0.9}
{'loss': 1.8123, 'learning_rate': 5.184837671830689e-07, 'epoch': 0.9}
{'loss': 1.8495, 'learning_rate': 4.88242177464745e-07, 'epoch': 0.9}
{'loss': 1.8644, 'learning_rate': 4.5888717617556534e-07, 'epoch': 0.91}
{'loss': 1.8823, 'learning_rate': 4.304214994874323e-07, 'epoch': 0.91}
{'loss': 1.8488, 'learning_rate': 4.028478006785352e-07, 'epoch': 0.91}
{'loss': 1.7788, 'learning_rate': 3.7616864988604176e-07, 'epoch': 0.92}
{'loss': 1.8816, 'learning_rate': 3.5038653386653797e-07, 'epoch': 0.92}
{'loss': 1.872, 'learning_rate': 3.255038557642354e-07, 'epoch': 0.92}
{'loss': 1.8247, 'learning_rate': 3.015229348869697e-07, 'epoch': 0.92}
{'loss': 1.7678, 'learning_rate': 2.784460064900307e-07, 'epoch': 0.93}
{'loss': 1.8475, 'learning_rate': 2.5627522156780773e-07, 'epoch': 0.93}
{'loss': 1.8734, 'learning_rate': 2.3501264665329206e-07, 'epoch': 0.93}
{'loss': 1.9522, 'learning_rate': 2.146602636254691e-07, 'epoch': 0.94}
{'loss': 1.7967, 'learning_rate': 1.9521996952457157e-07, 'epoch': 0.94}
{'loss': 1.9198, 'learning_rate': 1.766935763752653e-07, 'epoch': 0.94}
{'loss': 1.9313, 'learning_rate': 1.5908281101775558e-07, 'epoch': 0.94}
{'loss': 1.9052, 'learning_rate': 1.4238931494681808e-07, 'epoch': 0.95}
{'loss': 1.8393, 'learning_rate': 1.2661464415880344e-07, 'epoch': 0.95}
{'loss': 1.8768, 'learning_rate': 1.117602690066022e-07, 'epoch': 0.95}
{'loss': 1.897, 'learning_rate': 9.782757406259003e-08, 'epoch': 0.96}
